file,K_percent,U_ppm,Th_ppm,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000230.spc,2.005,3.302,44.079,0.2279,0.0551,0.3876,0.9999
spect_000231.spc,1.983,3.382,42.329,0.2264,0.0578,0.3719,0.9996
spect_000232.spc,2.226,3.258,39.965,0.2657,0.0545,0.3499,0.9995
spect_000233.spc,2.207,3.345,37.366,0.2657,0.0577,0.3265,1.0000
spect_000234.spc,2.181,3.199,36.213,0.2638,0.0547,0.3164,1.0000
spect_000235.spc,2.399,2.784,35.479,0.2984,0.0436,0.3094,0.9999
spect_000236.spc,2.454,2.939,32.596,0.3094,0.0483,0.2831,0.9996
spect_000237.spc,2.583,3.008,31.062,0.3300,0.0499,0.2689,0.9997
spect_000238.spc,2.700,2.925,29.136,0.3500,0.0481,0.2512,0.9998
spect_000239.spc,2.806,3.019,27.847,0.3668,0.0504,0.2392,0.9999
spect_000240.spc,2.984,3.038,25.325,0.3960,0.0509,0.2159,0.9997
spect_000241.spc,2.881,3.078,24.623,0.3815,0.0527,0.2099,0.9998
spect_000242.spc,3.098,3.366,22.267,0.4153,0.0596,0.1877,0.9998
spect_000243.spc,3.213,3.595,20.609,0.4332,0.0653,0.1722,0.9997
spect_000244.spc,3.430,3.565,19.169,0.4671,0.0641,0.1586,0.9999
spect_000245.spc,3.422,3.611,18.369,0.4667,0.0656,0.1514,0.9994
spect_000246.spc,3.654,4.175,15.875,0.5017,0.0793,0.1277,0.9999
spect_000247.spc,3.760,4.309,15.252,0.5174,0.0823,0.1216,0.9994
spect_000248.spc,3.859,4.342,14.419,0.5329,0.0829,0.1138,0.9998
spect_000249.spc,4.018,4.341,13.803,0.5571,0.0824,0.1078,0.9998
spect_000250.spc,4.188,4.834,12.375,0.5818,0.0943,0.0939,0.9998
