file,K_percent,U_ppm,Th_ppm,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000025.spc,52.264,43.507,2173.795,4.8587,0.0000,19.3696,-5.1907
spect_000026.spc,17.546,106.442,1756.283,0.0000,1.8762,15.6644,0.2212
spect_000027.spc,205.052,75.796,2328.990,27.0368,0.0000,20.2555,-0.3842
spect_000028.spc,17.987,34.873,2048.118,0.0000,0.0000,18.3540,-0.6754
spect_000029.spc,220.236,81.430,429.284,31.5746,0.7823,3.0973,0.1304
spect_000030.spc,205.825,84.501,2887.794,26.4312,0.0000,25.2770,-4.3337
spect_000031.spc,18.750,79.326,1991.646,0.0000,1.1133,17.8038,0.2007
spect_000032.spc,335.381,97.180,2058.998,46.4722,0.0000,17.3937,-2.6507
spect_000033.spc,254.387,84.555,2270.200,34.3380,0.0000,19.5625,-5.8006
spect_000034.spc,395.310,84.774,482.060,57.2779,0.0000,3.0162,-0.0623
spect_000035.spc,151.307,44.476,970.322,20.9127,0.0000,8.2194,-1.1445
spect_000036.spc,422.374,85.091,156.617,61.6604,0.0000,0.0000,-0.5190
spect_000037.spc,332.835,90.969,1685.842,46.5794,0.0000,14.0472,-0.4437
spect_000038.spc,396.714,120.006,2765.730,54.5463,0.0000,23.5432,-5.5983
spect_000039.spc,181.946,90.773,3602.906,22.0140,0.0000,31.7859,-5.4294
spect_000040.spc,351.197,95.387,1739.607,49.1996,0.0000,14.4694,-0.5446
spect_000041.spc,281.710,107.280,3405.278,36.8798,0.0000,29.6765,-2.3149
spect_000042.spc,269.156,65.316,824.396,38.3608,0.0000,6.5146,-0.1419
spect_000043.spc,178.314,91.469,3694.841,21.3637,0.0000,32.6246,-6.2590
spect_000044.spc,24.273,47.059,2763.872,0.0000,0.0000,24.7681,-1.5772
spect_000045.spc,163.887,85.126,3465.012,19.5464,0.0000,30.6064,-0.6714
spect_000046.spc,173.868,50.998,1107.839,24.0401,0.0000,9.3806,-0.1614
spect_000047.spc,291.322,92.442,2312.982,39.6926,0.0000,19.8240,-3.2312
spect_000048.spc,137.479,56.444,1929.036,17.6543,0.0000,16.8850,-2.7684
spect_000049.spc,301.579,109.972,3327.004,39.8906,0.0000,28.9066,-6.1525
spect_000050.spc,250.625,78.260,1907.081,34.2541,0.0000,16.3104,-2.6187
spect_000051.spc,366.972,98.703,1754.458,51.4909,0.0000,14.5503,-0.5690
spect_000052.spc,318.017,64.068,117.922,46.4258,0.0000,0.0000,0.1862
spect_000053.spc,436.972,200.020,173.016,63.3208,2.7560,0.0000,0.3571
spect_000054.spc,252.247,102.708,3483.458,32.4641,0.0000,30.4776,-4.8482
spect_000055.spc,257.690,136.652,103.865,37.2627,2.0854,0.0000,0.3289
spect_000056.spc,289.693,59.339,171.302,42.2088,0.0000,0.5744,0.2441
spect_000057.spc,245.681,442.005,129.604,34.2160,9.6596,0.0000,0.2758
spect_000058.spc,9.523,18.463,1084.378,0.0000,0.0000,9.7175,-3.3417
spect_000059.spc,441.668,122.824,167.092,64.3349,0.8329,0.0000,0.3625
spect_000060.spc,59.365,27.108,1011.624,7.3935,0.0000,8.8973,-0.9367
spect_000061.spc,423.510,94.843,779.139,61.0261,0.0000,5.5931,-0.6851
spect_000062.spc,475.551,138.555,2969.153,65.8313,0.0000,25.1092,-3.9236
spect_000063.spc,382.627,122.968,3139.392,52.0024,0.0000,26.9496,-3.1872
spect_000064.spc,95.024,181.193,51.132,13.1909,3.9880,0.0000,0.2521
spect_000065.spc,424.601,104.463,1393.626,60.3956,0.0000,11.1141,-2.9042
spect_000066.spc,158.014,58.196,1780.826,20.8524,0.0000,15.4840,-6.2230
spect_000067.spc,36.532,67.416,3936.938,0.2867,0.0000,35.2739,-1.6530
spect_000068.spc,423.299,101.467,1214.548,60.4352,0.0000,9.5084,-2.9369
spect_000069.spc,363.869,117.047,2992.535,49.4439,0.0000,25.6918,-3.4931
spect_000070.spc,411.015,103.220,1486.207,58.2866,0.0000,11.9918,-1.4518
spect_000071.spc,475.022,137.515,2907.966,65.8325,0.0000,24.5609,-5.0840
spect_000072.spc,309.539,100.800,385.766,44.6996,0.8452,2.4061,0.2135
spect_000073.spc,293.361,76.884,1270.562,41.3321,0.0000,10.4452,-1.9120
spect_000074.spc,169.135,34.501,90.609,24.6553,0.0000,0.2508,-0.0539
spect_000075.spc,479.993,96.699,177.983,70.0720,0.0000,0.0000,-0.2663
spect_000076.spc,368.841,74.307,136.767,53.8454,0.0000,0.0000,-0.5749
spect_000077.spc,32.565,63.136,3708.102,0.0000,0.0000,33.2297,-4.0358
spect_000078.spc,403.370,94.584,1019.817,57.7668,0.0000,7.8241,-2.2003
spect_000079.spc,89.488,36.379,1232.030,11.5219,0.0000,10.7784,-0.2051
spect_000080.spc,29.505,53.172,3096.279,0.3388,0.0000,27.7392,-0.0575
spect_000081.spc,194.675,58.378,1323.841,26.8097,0.0000,11.2532,-5.5458
spect_000082.spc,339.770,114.954,130.550,49.4060,1.1445,0.0000,0.3666
spect_000083.spc,422.435,114.344,2066.850,59.2123,0.0000,17.1740,-4.6116
spect_000084.spc,363.649,88.357,1121.094,51.8189,0.0000,8.8670,-2.6547
spect_000085.spc,50.521,59.585,3246.423,3.2237,0.0000,29.0190,-4.7576
spect_000086.spc,143.883,48.253,1311.975,19.3859,0.0000,11.3158,-6.1257
spect_000087.spc,318.027,112.851,3304.717,42.3283,0.0000,28.6513,-2.7321
spect_000088.spc,402.729,100.681,1426.341,57.1500,0.0000,11.4811,-0.7724
spect_000089.spc,17.506,480.449,503.505,0.0000,11.5671,4.0539,0.4884
spect_000090.spc,92.313,76.227,3799.095,8.6338,0.0000,33.8486,-3.7542
spect_000091.spc,275.612,68.701,962.963,39.1282,0.0000,7.7388,-0.7990
spect_000092.spc,405.423,87.314,518.613,58.7121,0.0000,3.3111,0.1069
spect_000093.spc,18.158,35.204,2067.593,0.0000,0.0000,18.5285,-3.0445
spect_000094.spc,214.354,68.157,1710.963,29.1940,0.0000,14.6681,-0.5546
spect_000095.spc,106.040,67.945,3082.497,11.5660,0.0000,27.3602,-2.1405
spect_000096.spc,62.428,143.030,547.724,7.9389,3.0174,4.6081,0.1569
spect_000097.spc,128.515,49.999,1622.638,16.7355,0.0000,14.1601,-1.7416
spect_000098.spc,68.954,22.610,595.127,9.3337,0.0000,5.1207,-0.6181
spect_000099.spc,245.107,94.337,3027.956,32.0042,0.0000,26.4062,-5.3824
spect_000100.spc,32.848,63.684,3740.282,0.0000,0.0000,33.5181,-2.0422
spect_000101.spc,299.193,74.623,1048.282,42.4722,0.0000,8.4273,-0.0268
spect_000102.spc,152.177,55.242,1662.471,20.1499,0.0000,14.4394,-1.1547
spect_000103.spc,468.279,118.391,1744.906,66.3408,0.0000,14.1267,-1.7692
spect_000104.spc,384.556,104.940,1936.994,53.8315,0.0000,16.1328,-3.9808
spect_000105.spc,305.380,64.994,340.085,44.2892,0.0000,2.0395,-0.3516
spect_000106.spc,107.117,35.091,922.408,14.5022,0.0000,7.9359,-1.0719
spect_000107.spc,151.783,70.819,2685.177,18.7767,0.0000,23.6355,-2.4194
spect_000108.spc,165.890,84.270,3383.488,19.9446,0.0000,29.8667,-1.0619
spect_000109.spc,475.185,105.529,816.341,68.5467,0.0000,5.7553,-0.7564
spect_000110.spc,178.194,73.758,2539.370,22.8325,0.0000,22.2365,-5.6778
spect_000111.spc,276.126,55.628,102.388,40.3103,0.0000,0.0000,0.2981
spect_000112.spc,324.236,108.829,2962.548,43.6778,0.0000,25.5543,-4.4517
spect_000113.spc,225.562,457.102,124.022,31.1985,10.1309,0.0000,-0.0168
spect_000114.spc,286.345,73.859,1162.669,40.4432,0.0000,9.4986,-3.2904
spect_000115.spc,331.867,118.107,3471.075,44.1414,0.0000,30.1009,-6.5681
spect_000116.spc,234.299,68.165,1456.406,32.4426,0.0000,12.3129,-0.3173
spect_000117.spc,334.568,86.330,1360.593,47.2516,0.0000,11.1172,-4.0375
spect_000118.spc,182.235,48.870,861.764,25.5821,0.0000,7.1403,-0.4054
spect_000119.spc,357.246,116.238,3024.359,48.4331,0.0000,26.0000,-2.5070
spect_000120.spc,382.284,103.170,1850.463,53.6100,0.0000,15.3624,-1.6218
spect_000121.spc,224.175,84.162,2630.962,29.4491,0.0000,22.9067,-1.3393
spect_000122.spc,206.864,89.448,3197.657,26.1848,0.0000,28.0594,-0.7005
spect_000123.spc,126.289,76.247,3365.814,14.1673,0.0000,29.8399,-1.5839
spect_000124.spc,28.990,56.205,3300.986,0.0000,0.0000,29.5814,-1.0811
spect_000125.spc,296.225,69.657,761.759,42.4060,0.0000,5.8612,-0.8270
spect_000126.spc,194.198,93.752,3640.820,23.7596,0.0000,32.0859,-6.5654
spect_000127.spc,190.297,53.939,1089.781,26.4697,0.0000,9.1634,-2.4599
spect_000128.spc,432.260,87.083,160.283,63.1036,0.0000,0.0000,-0.3700
spect_000129.spc,206.253,85.699,2960.583,26.4002,0.0000,25.9300,-6.8394
spect_000130.spc,235.976,58.814,824.050,33.5016,0.0000,6.6221,-2.6332
spect_000131.spc,188.486,76.849,2609.645,24.2495,0.0000,22.8340,-0.7503
spect_000132.spc,164.895,69.226,2413.408,21.0466,0.0000,21.1484,-0.9819
spect_000133.spc,321.883,73.491,684.063,46.2639,0.0000,5.0771,-0.3802
spect_000134.spc,44.346,37.940,1911.377,4.0365,0.0000,17.0367,-2.3805
spect_000135.spc,163.624,67.615,2324.389,20.9751,0.0000,20.3523,-0.7590
spect_000136.spc,32.668,63.336,3719.825,0.0000,0.0000,33.3348,-0.8181
spect_000137.spc,158.496,63.179,2100.216,20.5122,0.0000,18.3539,-1.1495
spect_000138.spc,459.323,92.535,170.318,67.0544,0.0000,0.0000,-0.8844
spect_000139.spc,422.226,89.991,478.609,61.2246,0.0000,2.8954,-0.4075
spect_000140.spc,17.532,488.910,478.366,0.0000,11.7850,3.8200,0.4672
spect_000141.spc,429.186,115.966,2086.515,60.1758,0.0000,17.3283,-3.7276
spect_000142.spc,77.882,39.723,1598.890,9.3502,0.0000,14.1154,-2.0040
spect_000143.spc,445.230,135.874,3181.820,61.1168,0.0000,27.1224,-4.5722
spect_000144.spc,236.352,57.223,715.310,33.6965,0.0000,5.6432,-0.5035
spect_000145.spc,124.968,70.063,2978.756,14.4716,0.0000,26.3644,-2.6852
spect_000146.spc,84.192,223.487,469.435,10.9112,4.9249,3.7634,0.2120
spect_000147.spc,362.951,100.231,137.243,52.8716,0.6672,0.0000,0.3773
spect_000148.spc,490.902,133.291,2428.937,68.7744,0.0000,20.2012,-4.3272
spect_000149.spc,459.929,117.661,1804.014,65.0419,0.0000,14.6860,-0.6205
spect_000150.spc,200.535,69.065,1947.032,26.8665,0.0000,16.8366,-1.3405
spect_000151.spc,357.213,80.802,709.839,51.4053,0.0000,5.1911,-0.4279
spect_000152.spc,209.628,179.931,407.951,29.6363,3.2692,2.8517,0.1540
spect_000153.spc,422.158,125.377,2791.188,58.2401,0.0000,23.6872,-3.0881
spect_000154.spc,119.573,64.442,2680.556,14.0650,0.0000,23.7013,-2.8375
spect_000155.spc,25.795,50.011,2937.227,0.0000,0.0000,26.3216,0.1287
spect_000156.spc,138.863,47.181,1306.143,18.6582,0.0000,11.2801,-0.3604
spect_000157.spc,423.280,85.274,156.954,61.7927,0.0000,0.0000,0.3921
spect_000158.spc,81.031,71.095,3608.156,7.2270,0.0000,32.1695,-4.2470
spect_000159.spc,451.521,128.751,2636.046,62.7402,0.0000,22.1945,-1.2828
spect_000160.spc,217.799,75.480,2145.275,29.1400,0.0000,18.5613,-6.2850
spect_000161.spc,10.987,21.302,1251.114,0.0000,0.0000,11.2117,-1.2637
spect_000162.spc,176.422,91.126,3696.641,21.0844,0.0000,32.6471,-4.0428
spect_000163.spc,302.140,84.762,1672.946,42.1003,0.0000,14.0336,-3.5252
spect_000164.spc,328.174,93.365,1901.933,45.6188,0.0000,16.0056,-2.8344
spect_000165.spc,56.125,346.242,53.668,6.7856,8.2427,0.0000,0.4051
spect_000166.spc,94.135,62.102,2853.045,10.1175,0.0000,25.3369,-1.5785
spect_000167.spc,94.368,33.723,996.099,12.5401,0.0000,8.6410,-1.6378
spect_000168.spc,42.949,106.705,355.888,5.4536,2.2884,2.9745,0.1665
spect_000169.spc,199.917,70.997,2081.150,26.6034,0.0000,18.0444,-1.6792
spect_000170.spc,146.584,73.720,1741.213,19.1545,0.4527,15.1497,-0.0626
spect_000171.spc,501.135,100.959,185.822,73.1583,0.0000,0.0000,-0.4836
spect_000172.spc,89.881,60.755,2819.438,9.5377,0.0000,25.0489,-0.6565
spect_000173.spc,203.965,48.847,582.320,29.1242,0.0000,4.5555,0.0377
spect_000174.spc,431.629,115.838,2046.905,60.5845,0.0000,16.9641,-2.6360
spect_000175.spc,245.201,63.776,1030.201,34.5876,0.0000,8.4447,-2.8990
spect_000176.spc,29.310,56.826,3337.475,0.0000,0.0000,29.9084,-1.7617
spect_000177.spc,123.138,43.229,1249.136,16.4284,0.0000,10.8200,-1.5667
spect_000178.spc,323.480,394.157,152.221,45.8405,8.0963,0.0000,0.1358
spect_000179.spc,15.304,22.009,1242.095,0.6439,0.0000,11.1162,-0.6462
spect_000180.spc,104.528,57.615,2426.939,12.1878,0.0000,21.4713,-0.5187
spect_000181.spc,177.986,70.079,2301.655,23.1078,0.0000,20.1000,-1.0371
spect_000182.spc,299.021,90.263,2072.209,41.1299,0.0000,17.6336,-4.1795
spect_000183.spc,436.704,87.978,161.931,63.7525,0.0000,0.0000,0.2251
spect_000184.spc,225.263,70.763,1741.639,30.7524,0.0000,14.9075,-5.1702
spect_000185.spc,76.377,158.422,81.058,10.5014,3.5055,0.3485,0.2862
spect_000186.spc,16.163,476.100,356.354,0.0000,11.5219,2.7370,0.5090
spect_000187.spc,26.088,50.579,2970.594,0.0000,0.0000,26.6206,-1.3956
spect_000188.spc,329.152,88.333,1560.733,46.2009,0.0000,12.9347,-0.6164
spect_000189.spc,87.047,24.268,472.039,12.1419,0.0000,3.9538,-0.4813
spect_000190.spc,14.788,154.071,1265.467,0.0000,3.2486,11.2116,0.2662
spect_000191.spc,392.282,81.589,312.708,57.0524,0.0000,1.5037,0.2275
spect_000192.spc,66.577,320.502,371.489,8.0409,7.4379,2.8514,0.3397
spect_000193.spc,478.945,96.488,177.594,69.9189,0.0000,0.0000,0.1192
spect_000194.spc,61.151,22.557,691.450,8.0670,0.0000,6.0127,-5.6326
spect_000195.spc,433.615,93.076,534.473,62.8207,0.0000,3.3597,-0.3140
spect_000196.spc,322.791,67.757,297.889,46.8935,0.0000,1.6021,0.1046
spect_000197.spc,279.861,91.339,2387.549,37.9181,0.0000,20.5326,-1.9044
spect_000198.spc,15.951,557.182,60.258,0.0000,13.6330,0.0000,0.4613
spect_000199.spc,91.968,59.413,38.113,13.2542,1.0062,0.0000,0.2872
spect_000200.spc,148.137,249.785,329.267,20.3920,5.3174,2.2759,0.2078
spect_000201.spc,144.924,498.629,99.789,19.1835,11.5526,0.0000,0.1978
spect_000202.spc,27.083,52.509,3083.918,0.0000,0.0000,27.6361,-2.1639
spect_000203.spc,303.677,73.664,928.234,43.2833,0.0000,7.3330,-0.2224
spect_000204.spc,154.155,64.846,2264.597,19.6651,0.0000,19.8463,-0.2873
spect_000205.spc,501.314,141.777,2850.169,69.7576,0.0000,23.9536,-4.9844
spect_000206.spc,241.604,66.199,1234.484,33.7980,0.0000,10.2934,-0.2238
spect_000207.spc,187.036,43.870,473.735,26.7844,0.0000,3.6357,-0.3139
spect_000208.spc,271.853,105.121,3390.311,35.4555,0.0000,29.5748,-3.6144
spect_000209.spc,394.823,79.541,146.401,57.6384,0.0000,0.0000,-0.3291
spect_000210.spc,185.771,80.782,2901.308,23.4766,0.0000,25.4653,-6.2551
spect_000211.spc,164.389,33.118,60.956,23.9984,0.0000,0.0000,0.2820
spect_000212.spc,234.185,66.243,1332.278,32.5856,0.0000,11.1973,-0.6954
spect_000213.spc,33.392,64.740,3802.264,0.0000,0.0000,34.0735,-0.8807
spect_000214.spc,298.687,85.896,1791.202,41.4424,0.0000,15.1083,-1.0339
spect_000215.spc,449.040,97.547,629.288,64.9580,0.0000,4.1607,-1.1075
spect_000216.spc,237.941,76.965,1984.666,32.2966,0.0000,17.0502,-0.5974
spect_000217.spc,209.393,72.715,2072.162,28.0029,0.0000,17.9320,-3.4085
spect_000218.spc,448.763,133.470,2979.617,61.8944,0.0000,25.2926,-2.4855
spect_000219.spc,351.930,100.632,2072.891,48.8782,0.0000,17.4634,-4.3668
spect_000220.spc,334.636,67.424,124.603,48.8513,0.0000,0.0047,-0.3442
spect_000221.spc,308.727,65.405,324.100,44.7999,0.0000,1.8847,0.0007
spect_000222.spc,154.159,150.006,380.489,21.6235,2.8097,2.8062,0.1323
spect_000223.spc,467.032,104.379,845.477,67.3150,0.0000,6.0444,-1.3136
spect_000224.spc,454.015,231.256,182.063,65.6920,3.4402,0.0000,0.0533
spect_000225.spc,453.934,280.431,186.859,65.4734,4.6508,0.0000,0.2023
spect_000226.spc,105.704,230.853,608.131,13.8792,4.9503,4.9377,0.1761
spect_000227.spc,430.203,103.189,1238.744,61.4153,0.0000,9.7029,-0.1735
spect_000228.spc,327.014,96.349,2111.711,45.1791,0.0000,17.8955,-2.0244
spect_000229.spc,352.822,71.079,130.827,51.5068,0.0000,0.0000,-0.6478
spect_000230.spc,147.217,364.903,149.872,20.0060,8.2268,0.5618,0.3091
spect_000231.spc,238.959,76.364,1932.421,32.5129,0.0000,16.5771,-3.5806
spect_000232.spc,467.546,94.192,173.368,68.2549,0.0000,0.0000,0.0034
spect_000233.spc,223.300,77.707,2220.443,29.8490,0.0000,19.2188,-0.5722
spect_000234.spc,469.885,201.993,184.764,68.1452,2.6414,0.0000,0.0420
spect_000235.spc,33.473,64.896,3811.445,0.0000,0.0000,34.1558,-0.8818
spect_000236.spc,32.447,62.907,3694.607,0.0000,0.0000,33.1088,-0.1002
spect_000237.spc,483.826,109.747,981.324,69.6001,0.0000,7.2098,-0.9256
spect_000238.spc,159.279,67.917,944.639,22.0224,0.5490,7.9422,-0.0685
spect_000239.spc,348.105,94.193,1701.160,48.7961,0.0000,14.1340,-0.7387
spect_000240.spc,30.039,58.239,3420.475,0.0000,0.0000,30.6522,-0.4176
spect_000241.spc,215.458,106.493,662.632,30.4830,1.3350,5.1914,0.0473
spect_000242.spc,19.221,251.441,1473.934,0.0000,5.5484,12.9887,0.3075
spect_000243.spc,79.998,267.152,195.429,10.4505,6.1247,1.2708,0.3225
spect_000244.spc,439.509,126.903,2668.976,60.9385,0.0000,22.5306,-1.2463
spect_000245.spc,454.318,124.912,2349.464,63.5184,0.0000,19.6086,-2.4771
spect_000246.spc,162.006,59.281,1800.621,21.4118,0.0000,15.6487,-0.1254
spect_000247.spc,344.758,105.335,2471.861,47.3146,0.0000,21.0743,-3.2420
spect_000248.spc,259.345,94.712,2870.318,34.2923,0.0000,24.9414,-0.9648
spect_000249.spc,257.531,85.199,2272.043,34.7961,0.0000,19.5686,-2.5808
spect_000250.spc,290.648,114.008,3730.543,37.7705,0.0000,32.5711,-6.2202
spect_000251.spc,249.379,95.483,3048.123,32.6040,0.0000,26.5732,-2.2810
spect_000252.spc,64.516,83.186,1920.417,6.8109,1.0144,17.0144,0.0633
spect_000253.spc,345.964,111.951,2888.590,46.9553,0.0000,24.8170,-4.9390
spect_000254.spc,16.430,44.995,1826.935,0.0000,0.3404,16.3584,0.1945
spect_000255.spc,79.062,99.706,844.256,10.2025,1.7574,7.2639,0.0439
spect_000256.spc,340.878,344.351,153.442,48.6044,6.7844,0.0000,0.0661
spect_000257.spc,342.253,85.591,1214.031,48.5657,0.0000,9.7739,-0.7544
spect_000258.spc,52.985,26.907,1080.074,6.3711,0.0000,9.5339,-0.2212
spect_000259.spc,454.445,140.255,3350.198,62.2499,0.0000,28.6055,-5.9306
spect_000260.spc,90.369,19.638,127.099,13.0722,0.0000,0.8414,-0.3768
spect_000261.spc,441.883,103.755,1126.332,63.2705,0.0000,8.6533,-2.3779
spect_000262.spc,496.874,130.779,2188.466,69.9583,0.0000,18.0193,-3.2017
spect_000263.spc,251.845,103.000,3507.668,32.3741,0.0000,30.6966,-4.6254
spect_000264.spc,261.969,98.955,3113.950,34.3633,0.0000,27.1231,-0.9606
spect_000265.spc,395.301,114.873,2448.467,54.7473,0.0000,20.6955,-4.2955
spect_000266.spc,17.497,494.403,455.761,0.0000,11.9291,3.6117,0.4968
spect_000267.spc,214.616,90.685,3179.323,27.3437,0.0000,27.8687,-4.3949
spect_000268.spc,239.834,299.015,113.524,33.9585,6.1696,0.0000,0.2281
spect_000269.spc,188.592,77.127,2626.462,24.2434,0.0000,22.9849,-1.0074
spect_000270.spc,184.898,69.424,2170.469,24.2888,0.0000,18.8975,-6.4207
spect_000271.spc,474.794,97.645,306.288,69.1455,0.0000,1.1709,-0.5391
spect_000272.spc,57.091,67.928,3707.439,3.5929,0.0000,33.1420,-4.5631
spect_000273.spc,183.255,320.247,139.876,25.5077,6.9560,0.3974,0.2814
spect_000274.spc,80.698,76.433,1840.355,9.3195,0.8001,16.2483,0.0288
spect_000275.spc,264.582,84.521,2137.567,36.0019,0.0000,18.3361,-6.2647
spect_000276.spc,33.005,246.653,1287.773,2.2773,5.4341,11.2731,0.2436
spect_000277.spc,439.563,132.142,3010.513,60.5071,0.0000,25.6011,-4.3680
spect_000278.spc,15.981,185.664,1216.166,0.1070,4.0401,10.7361,0.2468
spect_000279.spc,459.760,207.601,181.760,66.6350,2.8296,0.0000,0.0106
spect_000280.spc,54.515,280.575,46.661,6.8252,6.6346,0.0000,0.4229
spect_000281.spc,490.401,138.123,2750.984,68.2868,0.0000,23.0983,-5.0579
spect_000282.spc,28.426,55.113,3236.847,0.0000,0.0000,29.0066,-0.2042
spect_000283.spc,520.573,104.875,193.030,75.9961,0.0000,0.0000,-0.6254
spect_000284.spc,55.734,233.961,215.374,6.9886,5.4162,1.5564,0.3294
spect_000285.spc,170.128,70.896,773.276,23.8176,0.6347,6.3623,-0.0299
spect_000286.spc,113.377,64.754,2780.131,13.0296,0.0000,24.6172,-0.1810
spect_000287.spc,30.409,17.807,596.010,3.6760,0.0673,5.2547,-0.0110
spect_000288.spc,287.035,96.448,2629.578,38.6576,0.0000,22.6847,-1.4862
spect_000289.spc,412.857,132.307,3362.864,56.1425,0.0000,28.8580,-4.9000
spect_000290.spc,85.906,71.361,3563.141,7.9989,0.0000,31.7486,-0.6080
spect_000291.spc,365.172,87.814,1066.137,52.1126,0.0000,8.3679,-0.8027
spect_000292.spc,504.743,101.685,187.160,73.6851,0.0000,0.0000,-0.0158
spect_000293.spc,247.922,49.946,91.930,36.1930,0.0000,0.0000,0.4246
spect_000294.spc,475.254,95.745,176.226,69.3801,0.0000,0.0000,0.0981
spect_000295.spc,179.328,76.627,2712.294,22.7761,0.0000,23.7875,-0.9144
spect_000296.spc,83.330,63.457,3079.721,8.2434,0.0000,27.4109,-4.4233
spect_000297.spc,195.497,65.900,1804.699,26.3117,0.0000,15.5737,-3.4560
spect_000298.spc,245.201,72.666,1610.988,33.8406,0.0000,13.6664,-0.1975
spect_000299.spc,315.530,112.923,3341.387,41.9153,0.0000,28.9894,-1.9954
spect_000300.spc,119.871,150.675,61.600,16.9618,3.1120,0.0427,0.2721
spect_000301.spc,202.583,83.813,2884.322,25.9608,0.0000,25.2566,-4.3749
spect_000302.spc,465.558,105.409,931.625,66.9884,0.0000,6.8239,-0.5275
spect_000303.spc,243.246,71.623,1567.840,33.6098,0.0000,13.2850,-1.2921
spect_000304.spc,65.808,434.701,65.745,7.8356,10.3716,0.0000,0.4527
spect_000305.spc,50.904,48.848,2540.078,4.1883,0.0000,22.6673,-1.3131
spect_000306.spc,351.553,112.348,2843.089,47.8323,0.0000,24.3892,-2.0209
spect_000307.spc,460.431,109.718,1278.659,65.7911,0.0000,9.9610,-2.1556
spect_000308.spc,478.801,135.479,2726.662,66.6192,0.0000,22.9183,-3.5790
spect_000309.spc,196.807,74.741,2365.501,25.7821,0.0000,20.6113,-6.0673
spect_000310.spc,89.325,42.113,1608.720,11.0135,0.0000,14.1657,-4.1880
spect_000311.spc,450.911,120.539,2107.353,63.3309,0.0000,17.4432,-1.8986
spect_000312.spc,221.827,89.877,3034.301,28.5864,0.0000,26.5408,-1.4037
spect_000313.spc,413.644,125.753,2924.653,56.8215,0.0000,24.9156,-5.6348
spect_000314.spc,458.542,133.311,2844.156,63.5008,0.0000,24.0422,-3.7985
spect_000315.spc,249.068,252.127,440.341,35.1098,4.8461,2.9549,0.1765
spect_000316.spc,425.815,85.785,157.894,62.1628,0.0000,0.0000,0.2769
spect_000317.spc,196.049,75.445,2421.210,25.5995,0.0000,21.1147,-6.1329
spect_000318.spc,302.266,113.251,3532.464,39.7270,0.0000,30.7515,-6.4873
spect_000319.spc,360.733,83.614,848.527,51.7424,0.0000,6.4262,-1.5558
spect_000320.spc,385.976,117.839,2761.504,52.9789,0.0000,23.5410,-1.6508
spect_000321.spc,24.798,48.078,2823.714,0.0000,0.0000,25.3044,-0.2504
spect_000322.spc,75.272,70.762,3660.073,6.3167,0.0000,32.6555,-2.1917
spect_000323.spc,267.764,104.029,3371.295,34.8810,0.0000,29.4175,-3.6327
spect_000324.spc,403.684,120.448,2705.433,55.6447,0.0000,22.9778,-1.2137
spect_000325.spc,146.018,41.406,837.402,20.3090,0.0000,7.0420,-1.0684
spect_000326.spc,312.821,65.466,116.235,45.6570,0.0602,0.0000,0.4008
spect_000327.spc,320.873,109.369,3040.895,43.0844,0.0000,26.2699,-1.7815
