file,K_percent,U_ppm,Th_ppm,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000115.spc,135.425,642.097,477.081,16.7373,14.9921,3.3005,1.0000
spect_000116.spc,155.653,925.044,3641.673,14.6879,20.6744,31.4812,1.0000
spect_000117.spc,68.264,475.107,1038.511,6.8418,10.9886,8.7155,1.0000
spect_000118.spc,167.712,301.860,1838.099,21.2156,5.9371,15.7538,1.0000
spect_000119.spc,102.527,1242.077,2880.940,6.5010,29.0315,24.5193,1.0000
spect_000120.spc,204.736,793.119,2608.500,23.7191,17.5757,22.1397,1.0000
spect_000121.spc,61.856,933.990,1998.164,2.8500,21.9675,16.9713,1.0000
spect_000122.spc,86.272,738.316,2086.556,7.1363,16.9936,17.8629,1.0000
spect_000123.spc,120.930,230.329,1881.658,14.5652,4.3834,16.3571,1.0000
spect_000124.spc,27.694,362.923,365.187,2.1494,8.6735,2.8801,1.0000
spect_000125.spc,38.512,502.517,804.415,2.6349,11.8961,6.6775,1.0000
spect_000126.spc,145.009,487.986,825.733,18.3511,11.0160,6.5457,1.0000
spect_000127.spc,51.247,379.836,1649.128,3.9775,8.4923,14.3515,1.0000
spect_000128.spc,79.630,338.755,1062.424,9.0430,7.5642,9.0153,1.0000
spect_000129.spc,67.018,185.026,408.621,8.6137,4.0827,3.3040,1.0000
spect_000130.spc,81.192,1126.490,3504.833,3.0676,26.0503,30.3065,1.0000
spect_000131.spc,91.441,1203.406,2843.007,5.0726,28.1462,24.2469,1.0000
spect_000132.spc,136.666,1074.544,1188.452,14.2836,25.3762,9.3199,1.0000
spect_000133.spc,35.381,540.394,235.479,2.7154,13.0594,1.5311,1.0000
spect_000134.spc,125.555,877.628,830.622,13.8892,20.7115,6.3070,1.0000
spect_000135.spc,53.765,91.400,2709.664,4.2284,0.9710,24.1476,1.0000
spect_000136.spc,135.133,891.527,2545.433,13.1445,20.3609,21.7049,1.0000
spect_000137.spc,154.192,1127.537,1146.028,16.7000,26.6137,8.8357,1.0000
spect_000138.spc,113.578,1243.680,1367.186,9.9742,29.5888,10.8528,1.0000
spect_000139.spc,217.381,932.566,3261.933,24.2122,20.7051,27.8602,1.0000
spect_000140.spc,108.306,851.270,832.215,11.4549,20.1445,6.3992,1.0000
spect_000141.spc,54.684,555.582,2557.576,2.6544,12.4645,22.3653,1.0000
spect_000142.spc,155.094,969.427,1004.097,17.6521,22.7660,7.6946,1.0000
spect_000143.spc,119.361,122.285,3007.377,13.3977,1.3034,26.5937,1.0000
spect_000144.spc,187.414,1160.665,1021.475,21.6095,27.3169,7.5799,1.0000
spect_000145.spc,146.938,1048.746,2310.116,14.5290,24.2676,19.4099,1.0000
spect_000146.spc,56.178,544.304,3139.481,2.2083,11.9598,27.6101,1.0000
spect_000147.spc,173.786,1093.931,632.094,20.3516,25.8848,4.1759,1.0000
spect_000148.spc,76.076,692.178,2931.256,4.7896,15.5870,25.5417,1.0000
spect_000149.spc,104.833,302.539,1724.824,12.0917,6.3000,14.9320,1.0000
spect_000150.spc,193.390,481.708,2682.909,23.2287,9.9272,23.1206,1.0000
spect_000151.spc,215.349,1231.280,2096.947,24.1187,28.5168,17.1130,1.0000
spect_000152.spc,132.220,727.151,2603.528,13.3157,16.3016,22.3824,1.0000
spect_000153.spc,111.735,751.018,1568.074,11.4686,17.3794,13.1027,1.0000
spect_000154.spc,110.451,385.752,3088.744,10.9101,7.8093,27.1217,1.0000
spect_000155.spc,151.496,424.831,401.752,20.0832,9.5881,2.7633,1.0000
spect_000156.spc,146.289,785.255,2034.448,15.8466,17.8805,17.1625,1.0000
spect_000157.spc,123.300,246.625,1176.025,15.7111,5.0399,9.9816,1.0000
spect_000158.spc,82.698,903.994,2990.036,4.8279,20.7534,25.8629,1.0000
spect_000159.spc,189.691,1286.885,2687.189,19.3909,29.7884,22.4596,1.0000
spect_000160.spc,103.697,235.730,764.111,13.3729,5.0213,6.3442,1.0000
spect_000161.spc,82.440,729.380,2456.258,6.1560,16.6524,21.2117,1.0000
spect_000162.spc,125.205,1080.880,252.330,13.7155,25.9408,0.9215,1.0000
spect_000163.spc,36.643,818.764,1234.273,0.5424,19.5374,10.2746,1.0000
spect_000164.spc,148.968,215.346,754.893,20.1341,4.3039,6.1361,1.0000
spect_000165.spc,184.988,193.975,2289.212,23.6482,3.0245,19.8564,1.0000
spect_000166.spc,73.239,569.491,3059.984,4.7152,12.5283,26.8181,1.0000
spect_000167.spc,139.237,420.933,3634.309,14.3380,8.3316,31.9120,1.0000
spect_000168.spc,183.745,975.943,3337.475,18.9892,21.9081,28.6084,1.0000
spect_000169.spc,182.992,544.604,2106.632,22.1459,11.7449,17.9090,1.0000
spect_000170.spc,57.549,397.022,3175.594,2.9674,8.3095,28.0610,1.0000
spect_000171.spc,107.359,112.368,1533.108,13.4749,1.6731,13.3658,1.0000
spect_000172.spc,90.354,832.210,756.511,8.9817,19.7899,5.7911,1.0000
spect_000173.spc,121.536,356.147,3364.908,12.3255,6.9219,29.5995,1.0000
spect_000174.spc,169.051,1099.727,371.602,19.9495,26.1488,1.8402,1.0000
spect_000175.spc,40.239,465.700,2766.819,0.6381,10.2400,24.3744,1.0000
spect_000176.spc,37.478,79.238,1323.451,3.5760,1.2728,11.7281,1.0000
spect_000177.spc,51.023,327.152,1094.843,4.8380,7.4040,9.4079,1.0000
spect_000178.spc,103.537,186.276,187.470,14.2570,4.0208,1.1962,1.0000
spect_000179.spc,178.865,1050.086,1785.902,19.8666,24.3444,14.5877,1.0000
spect_000180.spc,115.282,481.315,1762.146,12.8549,10.6418,15.0771,1.0000
spect_000181.spc,101.726,433.899,2180.991,10.5395,9.3805,18.9332,1.0000
spect_000182.spc,28.030,131.416,1045.777,2.3114,2.7092,9.2117,1.0000
spect_000183.spc,72.715,1064.594,684.016,5.5239,25.6298,4.9888,1.0000
spect_000184.spc,100.250,510.404,908.803,11.5667,11.7532,7.4153,1.0000
spect_000185.spc,182.068,1099.685,1959.483,19.9233,25.4859,16.0967,1.0000
spect_000186.spc,74.363,804.138,1717.149,5.5659,18.8127,14.5162,1.0000
spect_000187.spc,94.160,663.057,2387.521,8.2369,14.9871,20.6144,1.0000
spect_000188.spc,125.953,424.736,2129.942,14.2072,9.0570,18.4051,1.0000
spect_000189.spc,144.694,719.653,1970.383,15.9581,16.2955,16.6487,1.0000
spect_000190.spc,151.694,861.447,529.542,18.1731,20.3001,3.5277,1.0000
spect_000191.spc,91.896,264.639,1612.721,10.4786,5.4706,13.9970,1.0000
spect_000192.spc,30.377,392.647,1130.795,1.4862,9.1043,9.7390,1.0000
spect_000193.spc,83.477,554.560,3226.255,6.0804,12.0481,28.2961,1.0000
spect_000194.spc,164.086,251.327,2666.818,19.8738,4.3965,23.2719,1.0000
spect_000195.spc,148.827,621.731,3546.051,15.0383,13.2677,30.9097,1.0000
spect_000196.spc,56.648,1121.229,2314.064,0.9319,26.4883,19.6668,1.0000
spect_000197.spc,59.689,1160.624,2856.994,0.5544,27.2397,24.5110,1.0000
spect_000198.spc,116.557,1028.014,3106.179,9.1654,23.6029,26.6921,1.0000
spect_000199.spc,86.500,1212.755,1139.868,6.3911,29.0430,8.9189,1.0000
spect_000200.spc,70.284,198.883,1985.191,7.1087,3.8137,17.4772,1.0000
spect_000201.spc,134.235,492.096,1800.538,15.5549,10.8015,15.3534,1.0000
spect_000202.spc,161.685,301.637,2534.727,19.4765,5.6979,22.0456,1.0000
spect_000203.spc,120.053,185.698,1580.257,14.9872,3.4014,13.6854,1.0000
spect_000204.spc,200.774,1234.026,3529.055,20.2087,28.1145,30.0516,1.0000
spect_000205.spc,187.908,1056.639,586.062,22.6398,24.9149,3.7497,1.0000
spect_000206.spc,171.045,690.366,3338.521,18.2839,14.9304,28.9102,1.0000
spect_000207.spc,66.088,1253.128,2615.920,1.4140,29.5797,22.2384,1.0000
spect_000208.spc,66.196,1223.406,2169.224,2.0979,29.0152,18.2422,1.0000
spect_000209.spc,134.385,1061.253,1515.085,13.6023,24.9364,12.2799,1.0000
spect_000210.spc,65.585,571.791,2263.003,4.5541,12.9225,19.6641,1.0000
spect_000211.spc,144.684,792.880,2445.645,15.0760,17.9211,20.8633,1.0000
spect_000212.spc,206.557,1223.013,3437.170,21.2177,27.8498,29.2157,1.0000
spect_000213.spc,84.254,346.439,1042.066,9.7175,7.7389,8.8106,1.0000
spect_000214.spc,118.929,1113.401,3521.367,8.6579,25.5393,30.3476,1.0000
spect_000215.spc,98.207,1190.941,2173.577,6.9392,28.0589,18.2089,1.0000
spect_000216.spc,109.095,602.277,486.799,13.0106,14.1341,3.5064,1.0000
spect_000217.spc,186.267,1263.018,2213.339,19.5640,29.3954,18.2249,1.0000
spect_000218.spc,207.177,1220.355,3271.249,21.5230,27.8439,27.7221,1.0000
spect_000219.spc,157.038,671.104,3441.036,16.1744,14.4845,29.8945,1.0000
spect_000220.spc,70.073,833.240,714.889,6.0418,19.9288,5.4795,1.0000
spect_000221.spc,108.008,289.664,3479.281,10.4650,5.3055,30.7308,1.0000
spect_000222.spc,43.926,120.281,1976.027,3.5593,2.0071,17.5474,1.0000
spect_000223.spc,63.432,693.540,1412.694,4.7803,16.2545,11.9070,1.0000
spect_000224.spc,114.258,604.535,2898.854,10.8098,13.2548,25.2067,1.0000
spect_000225.spc,203.533,1075.499,1097.426,24.2380,25.1114,8.2881,1.0000
spect_000226.spc,186.657,807.989,2957.705,20.5686,17.8978,25.3280,1.0000
spect_000227.spc,74.267,1253.883,3335.592,1.7348,29.2874,28.6920,1.0000
spect_000228.spc,157.930,75.585,131.316,22.7877,1.0513,0.6164,1.0000
spect_000229.spc,166.864,1125.654,412.000,19.4720,26.7831,2.1880,1.0000
spect_000230.spc,58.525,842.215,3558.828,0.8243,19.1328,31.1154,1.0000
spect_000231.spc,162.057,424.937,1640.688,20.1219,9.0723,13.8855,1.0000
spect_000232.spc,43.096,895.207,1362.768,1.0232,21.3419,11.3437,1.0000
spect_000233.spc,166.192,987.921,1650.381,18.4200,22.9245,13.4624,1.0000
spect_000234.spc,141.758,590.566,2625.180,15.2514,12.8811,22.6679,1.0000
spect_000235.spc,150.978,1250.893,1905.499,14.7936,29.3830,15.5753,1.0000
spect_000236.spc,67.694,468.716,1467.589,6.2588,10.6720,12.5865,1.0000
spect_000237.spc,16.746,259.341,185.042,1.1807,6.2413,1.3841,0.9999
spect_000238.spc,93.721,1050.117,2664.896,6.2523,24.4244,22.7714,1.0000
spect_000239.spc,81.885,377.644,1580.782,8.5820,8.3162,13.6412,1.0000
spect_000240.spc,146.224,1095.547,489.399,16.4608,26.1115,2.9768,1.0000
spect_000241.spc,189.099,1083.872,1926.635,21.0635,25.0746,15.7927,1.0000
spect_000242.spc,203.054,1150.831,1111.743,23.8424,26.9650,8.3520,1.0000
spect_000243.spc,183.327,279.538,2063.193,23.3307,5.2267,17.7510,1.0000
spect_000244.spc,126.572,460.393,1422.210,15.0189,10.1999,11.9991,1.0000
spect_000245.spc,166.720,1057.434,1906.893,17.9000,24.5384,15.7090,1.0000
spect_000246.spc,65.229,638.463,724.749,6.1118,15.1479,5.7556,1.0000
spect_000247.spc,173.778,313.468,2928.248,20.7275,5.7827,25.5403,1.0000
spect_000248.spc,102.245,940.387,2912.466,7.6528,21.5853,25.0705,1.0000
spect_000249.spc,81.187,215.664,1627.902,9.0830,4.3095,14.2108,1.0000
spect_000250.spc,176.317,758.376,1068.374,21.5606,17.4377,8.3927,1.0000
spect_000251.spc,21.125,91.672,1441.381,0.9727,1.6137,12.8307,1.0000
spect_000252.spc,204.657,493.182,3485.280,23.8593,9.8529,30.2996,1.0000
spect_000253.spc,88.287,1159.345,2516.234,5.1880,27.1988,21.3535,1.0000
spect_000254.spc,91.367,293.899,1227.635,10.7525,6.3396,10.5054,1.0000
spect_000255.spc,175.556,688.579,3497.879,18.7605,14.8044,30.3324,1.0000
spect_000256.spc,206.639,1195.410,1193.926,24.0876,28.0154,9.0413,1.0000
spect_000257.spc,181.050,424.806,2289.257,22.1257,8.7328,19.6654,1.0000
spect_000258.spc,182.400,378.564,950.644,24.1513,8.0916,7.6489,1.0000
spect_000259.spc,182.273,420.566,2760.530,21.7464,8.4446,23.9087,1.0000
spect_000260.spc,57.182,844.518,1027.132,3.7153,20.1512,8.3218,1.0000
spect_000261.spc,193.571,996.517,2500.914,21.3759,22.6833,21.0266,1.0000
spect_000262.spc,56.458,718.950,370.330,4.9252,17.3076,2.5210,1.0000
spect_000263.spc,111.184,1271.208,2110.407,8.5998,29.9984,17.5282,1.0000
spect_000264.spc,168.956,483.761,1937.554,20.5343,10.3769,16.4847,1.0000
spect_000265.spc,167.788,511.181,1083.008,21.2961,11.3807,8.7697,1.0000
spect_000266.spc,181.802,959.368,3126.060,19.0296,21.5887,26.7255,1.0000
spect_000267.spc,51.553,217.913,2615.308,3.5015,4.1354,23.1933,1.0000
spect_000268.spc,193.842,782.108,2287.802,22.5522,17.4779,19.2962,1.0000
spect_000269.spc,105.226,1212.921,3018.525,6.8490,28.2480,25.7754,1.0000
spect_000270.spc,148.850,431.527,2598.661,16.9777,8.9371,22.5471,1.0000
spect_000271.spc,77.074,65.049,1717.304,8.9829,0.5834,15.1618,1.0000
spect_000272.spc,55.411,821.146,668.494,3.9889,19.7190,5.1188,1.0000
spect_000273.spc,65.968,379.611,841.469,7.1347,8.7204,7.0329,1.0000
spect_000274.spc,64.806,1170.847,1693.490,2.6901,27.9060,14.0094,1.0000
spect_000275.spc,96.251,1013.601,2888.079,6.5009,23.4279,24.8052,1.0000
spect_000276.spc,191.977,1259.721,2855.902,19.6321,29.0442,23.9955,1.0000
spect_000277.spc,126.260,994.143,1484.837,12.7168,23.3330,12.0925,1.0000
spect_000278.spc,203.639,1214.547,544.131,24.3629,28.7467,3.1830,1.0000
spect_000279.spc,113.406,414.252,3247.122,11.0351,8.4377,28.5133,1.0000
spect_000280.spc,57.385,1002.554,2809.996,0.9181,23.3727,24.2348,1.0000
spect_000281.spc,77.316,575.765,2036.743,6.5422,13.0492,17.5862,1.0000
spect_000282.spc,57.923,619.158,1883.206,3.6971,14.2703,16.2267,1.0000
spect_000283.spc,29.364,106.011,746.191,2.9782,2.1896,6.5324,0.9999
spect_000284.spc,75.155,313.221,1036.993,8.5195,6.9660,8.8230,1.0000
spect_000285.spc,142.492,519.842,3501.577,14.5759,10.8038,30.6192,1.0000
spect_000286.spc,202.041,393.990,2963.349,24.5176,7.6176,25.6959,1.0000
spect_000287.spc,215.439,979.962,2752.131,24.3565,22.0750,23.2341,1.0000
spect_000288.spc,200.347,230.703,3153.485,24.7023,3.5296,27.5575,1.0000
spect_000289.spc,34.814,104.748,1646.067,2.6847,1.7927,14.6189,1.0000
spect_000290.spc,111.321,519.458,2408.277,11.3251,11.3572,20.8738,1.0000
spect_000291.spc,97.401,1022.376,3081.755,6.3974,23.5656,26.5377,1.0000
spect_000292.spc,117.446,1247.060,3659.112,7.7252,28.7888,31.4745,1.0000
spect_000293.spc,25.189,389.340,107.601,1.9878,9.4338,0.5453,1.0000
spect_000294.spc,194.654,721.280,3104.052,21.9213,15.6669,26.6971,1.0000
spect_000295.spc,217.319,1091.795,2190.555,24.8640,25.0341,18.0729,1.0000
spect_000296.spc,132.373,307.563,895.535,17.1417,6.6038,7.3735,1.0000
spect_000297.spc,69.209,371.143,206.080,8.4241,8.7358,1.3090,1.0000
spect_000298.spc,167.936,1243.132,3409.368,15.4822,28.5425,29.0697,1.0000
spect_000299.spc,142.604,370.942,775.245,18.5367,8.1619,6.2020,1.0000
spect_000300.spc,164.453,1007.823,1477.521,18.2942,23.4886,11.8938,1.0000
spect_000301.spc,53.665,1080.066,1127.073,2.1133,25.9360,9.0247,1.0000
spect_000302.spc,198.085,1135.580,1472.492,22.7315,26.4770,11.6294,1.0000
spect_000303.spc,66.148,629.956,2514.890,4.0912,14.2584,21.8790,1.0000
spect_000304.spc,135.939,1241.496,3294.071,10.9180,28.7001,28.1341,1.0000
spect_000305.spc,90.089,1131.577,608.214,7.9018,27.2255,4.1922,1.0000
spect_000306.spc,168.681,1196.013,2779.052,16.5556,27.6154,23.4335,1.0000
spect_000307.spc,173.406,404.696,2316.826,21.0483,8.2636,19.9555,1.0000
spect_000308.spc,47.910,71.763,2606.479,3.5726,0.5542,23.2544,1.0000
spect_000309.spc,156.798,532.050,306.211,20.5431,12.2412,1.7916,1.0000
spect_000310.spc,189.906,238.578,1749.719,24.8505,4.3037,14.9438,1.0000
spect_000311.spc,191.395,245.262,2906.863,23.6264,4.0247,25.3523,1.0000
spect_000312.spc,76.031,552.951,2220.376,6.2213,12.4239,19.2639,1.0000
spect_000313.spc,147.205,170.359,1825.708,18.7478,2.7997,15.8232,1.0000
spect_000314.spc,91.386,793.519,1203.574,8.7445,18.6626,9.8474,1.0000
spect_000315.spc,178.798,151.038,2614.012,22.5145,1.8736,22.8385,1.0000
spect_000316.spc,70.038,856.113,367.760,6.3680,20.6237,2.3338,1.0000
spect_000317.spc,179.502,517.746,1080.363,22.9975,11.4870,8.7031,1.0000
spect_000318.spc,60.319,696.061,3532.819,1.7171,15.5317,31.0046,1.0000
spect_000319.spc,167.870,976.526,1632.289,18.7358,22.6423,13.3042,1.0000
spect_000320.spc,114.112,1142.198,1429.931,10.3905,27.0614,11.5058,1.0000
spect_000321.spc,93.592,404.404,2705.982,8.8198,8.4947,23.7121,1.0000
spect_000322.spc,74.209,1177.323,3551.987,1.7739,27.3191,30.7082,1.0000
spect_000323.spc,126.224,801.031,3621.534,10.8852,17.7674,31.5024,1.0000
spect_000324.spc,41.747,877.504,1241.454,1.0454,20.9578,10.2712,1.0000
spect_000325.spc,123.584,921.128,2224.055,11.7162,21.2674,18.8215,1.0000
spect_000326.spc,58.538,472.274,1300.267,5.1007,10.8670,11.1056,1.0000
spect_000327.spc,194.799,383.724,2912.163,23.5559,7.4189,25.2670,1.0000
spect_000328.spc,80.929,1011.592,1759.418,5.6339,23.8782,14.6928,1.0000
spect_000329.spc,133.521,887.702,722.783,15.1532,20.9620,5.3019,1.0000
spect_000330.spc,141.358,213.856,199.318,19.6995,4.5136,1.1590,1.0000
